individual_id,species_id,pokemon_id,identifier,identifier_species,has_gender_differences,gender_rate,gender,height,height_meters,height_ft,individual_height_ft,weight,weight_kg,weight_lbs,individual_weight_lbs,base_exp,order,forms_switchable,is_default,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,capture_rate,base_happiness,is_baby,hatch_counter,growth_rate_id,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
3825,174,174,igglybuff,igglybuff,0,6,female,3,0.3,0.908,1.01,10,1,2.2,2.45,42,62,0,1,2,NA,16,6,12,3,170,70,1,10,3,41,90,30,15,40,20,15,1,0,0,0,0,0
1432,174,174,igglybuff,igglybuff,0,6,female,3,0.3,0.908,0.91,10,1,2.2,2.20,42,62,0,1,2,NA,16,6,12,3,170,70,1,10,3,41,90,30,15,40,20,15,1,0,0,0,0,0
1531,174,174,igglybuff,igglybuff,0,6,female,3,0.3,0.908,0.89,10,1,2.2,2.16,42,62,0,1,2,NA,16,6,12,3,170,70,1,10,3,41,90,30,15,40,20,15,1,0,0,0,0,0
2158,174,174,igglybuff,igglybuff,0,6,female,3,0.3,0.908,1.05,10,1,2.2,2.53,42,62,0,1,2,NA,16,6,12,3,170,70,1,10,3,41,90,30,15,40,20,15,1,0,0,0,0,0
1747,174,174,igglybuff,igglybuff,0,6,female,3,0.3,0.908,0.81,10,1,2.2,1.97,42,62,0,1,2,NA,16,6,12,3,170,70,1,10,3,41,90,30,15,40,20,15,1,0,0,0,0,0
2575,175,175,togepi,togepi,0,1,female,3,0.3,0.908,1.01,15,1.5,3.3,3.67,49,247,0,1,2,NA,87,9,12,2,190,70,1,10,3,203,35,20,65,40,65,20,0,0,0,0,1,0
3285,176,176,togetic,togetic,0,1,male,6,0.6,1.817,1.93,32,3.2,7.1,7.52,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
1752,176,176,togetic,togetic,0,1,male,6,0.6,1.817,1.65,32,3.2,7.1,6.46,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
4916,176,176,togetic,togetic,0,1,female,6,0.6,1.817,1.77,32,3.2,7.1,6.90,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
1441,176,176,togetic,togetic,0,1,female,6,0.6,1.817,1.81,32,3.2,7.1,7.06,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
4741,176,176,togetic,togetic,0,1,female,6,0.6,1.817,1.71,32,3.2,7.1,6.67,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
4406,176,176,togetic,togetic,0,1,female,6,0.6,1.817,1.85,32,3.2,7.1,7.21,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
1849,176,176,togetic,togetic,0,1,male,6,0.6,1.817,1.81,32,3.2,7.1,7.06,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
1116,176,176,togetic,togetic,0,1,female,6,0.6,1.817,1.84,32,3.2,7.1,7.20,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
270,176,176,togetic,togetic,0,1,female,6,0.6,1.817,1.95,32,3.2,7.1,7.62,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
4158,176,176,togetic,togetic,0,1,male,6,0.6,1.817,1.74,32,3.2,7.1,6.81,142,248,0,1,2,175,87,9,12,2,75,70,0,10,3,204,55,40,85,80,105,40,0,0,0,0,2,0
3678,177,177,natu,natu,0,4,male,2,0.2,0.606,0.60,20,2,4.4,4.32,64,250,0,1,2,NA,88,5,9,2,190,70,0,20,2,206,40,50,45,70,45,70,0,0,0,1,0,0
1823,177,177,natu,natu,0,4,male,2,0.2,0.606,0.72,20,2,4.4,5.22,64,250,0,1,2,NA,88,5,9,2,190,70,0,20,2,206,40,50,45,70,45,70,0,0,0,1,0,0
3973,177,177,natu,natu,0,4,male,2,0.2,0.606,0.52,20,2,4.4,3.76,64,250,0,1,2,NA,88,5,9,2,190,70,0,20,2,206,40,50,45,70,45,70,0,0,0,1,0,0
325,178,178,xatu,xatu,1,4,female,15,1.5,4.542,4.35,150,15,33.1,31.71,165,251,0,1,2,177,88,5,9,2,75,70,0,20,2,207,65,75,70,95,70,95,0,0,0,1,0,1
886,178,178,xatu,xatu,1,4,male,15,1.5,4.542,4.65,150,15,33.1,33.87,165,251,0,1,2,177,88,5,9,2,75,70,0,20,2,207,65,75,70,95,70,95,0,0,0,1,0,1
4994,178,178,xatu,xatu,1,4,female,15,1.5,4.542,4.62,150,15,33.1,33.68,165,251,0,1,2,177,88,5,9,2,75,70,0,20,2,207,65,75,70,95,70,95,0,0,0,1,0,1
1972,178,178,xatu,xatu,1,4,female,15,1.5,4.542,4.56,150,15,33.1,33.26,165,251,0,1,2,177,88,5,9,2,75,70,0,20,2,207,65,75,70,95,70,95,0,0,0,1,0,1
2682,178,178,xatu,xatu,1,4,female,15,1.5,4.542,4.36,150,15,33.1,31.74,165,251,0,1,2,177,88,5,9,2,75,70,0,20,2,207,65,75,70,95,70,95,0,0,0,1,0,1
3227,178,178,xatu,xatu,1,4,male,15,1.5,4.542,4.31,150,15,33.1,31.40,165,251,0,1,2,177,88,5,9,2,75,70,0,20,2,207,65,75,70,95,70,95,0,0,0,1,0,1
157,179,179,mareep,mareep,0,4,male,6,0.6,1.817,1.79,78,7.8,17.2,16.94,56,252,0,1,2,NA,89,9,8,3,235,70,0,20,4,208,55,40,40,65,45,35,0,0,0,1,0,0
552,179,179,mareep,mareep,0,4,male,6,0.6,1.817,1.84,78,7.8,17.2,17.44,56,252,0,1,2,NA,89,9,8,3,235,70,0,20,4,208,55,40,40,65,45,35,0,0,0,1,0,0
2213,179,179,mareep,mareep,0,4,female,6,0.6,1.817,1.87,78,7.8,17.2,17.72,56,252,0,1,2,NA,89,9,8,3,235,70,0,20,4,208,55,40,40,65,45,35,0,0,0,1,0,0
3739,180,180,flaaffy,flaaffy,0,4,male,8,0.8,2.422,2.40,133,13.3,29.3,29.01,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
1653,180,180,flaaffy,flaaffy,0,4,male,8,0.8,2.422,2.25,133,13.3,29.3,27.18,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
3890,180,180,flaaffy,flaaffy,0,4,male,8,0.8,2.422,2.40,133,13.3,29.3,29.02,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
3149,180,180,flaaffy,flaaffy,0,4,female,8,0.8,2.422,2.51,133,13.3,29.3,30.32,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
3346,180,180,flaaffy,flaaffy,0,4,male,8,0.8,2.422,2.33,133,13.3,29.3,28.22,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
3562,180,180,flaaffy,flaaffy,0,4,male,8,0.8,2.422,2.36,133,13.3,29.3,28.53,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
2717,180,180,flaaffy,flaaffy,0,4,female,8,0.8,2.422,2.48,133,13.3,29.3,29.94,128,253,0,1,2,179,89,6,6,3,120,70,0,20,4,209,70,55,55,80,60,45,0,0,0,2,0,0
3905,181,181,ampharos,ampharos,0,4,male,14,1.4,4.239,4.40,615,61.5,135.6,140.59,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
4311,181,181,ampharos,ampharos,0,4,male,14,1.4,4.239,4.26,615,61.5,135.6,136.24,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
3530,181,181,ampharos,ampharos,0,4,female,14,1.4,4.239,4.20,615,61.5,135.6,134.26,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
1143,181,181,ampharos,ampharos,0,4,male,14,1.4,4.239,4.34,615,61.5,135.6,138.77,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
2009,181,181,ampharos,ampharos,0,4,male,14,1.4,4.239,4.30,615,61.5,135.6,137.58,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
3440,181,181,ampharos,ampharos,0,4,male,14,1.4,4.239,4.50,615,61.5,135.6,144.01,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
3223,181,181,ampharos,ampharos,0,4,female,14,1.4,4.239,4.20,615,61.5,135.6,134.38,230,254,1,1,2,180,89,10,6,3,45,70,0,20,4,210,90,75,85,115,90,55,0,0,0,3,0,0
2203,181,10045,ampharos-mega,ampharos,0,4,male,14,1.4,4.239,4.16,615,61.5,135.6,132.94,275,255,1,0,2,180,89,10,6,3,45,70,0,20,4,210,90,95,105,165,110,45,0,0,0,3,0,0
1479,181,10045,ampharos-mega,ampharos,0,4,female,14,1.4,4.239,4.24,615,61.5,135.6,135.54,275,255,1,0,2,180,89,10,6,3,45,70,0,20,4,210,90,95,105,165,110,45,0,0,0,3,0,0
3283,181,10045,ampharos-mega,ampharos,0,4,female,14,1.4,4.239,4.21,615,61.5,135.6,134.64,275,255,1,0,2,180,89,10,6,3,45,70,0,20,4,210,90,95,105,165,110,45,0,0,0,3,0,0
3591,182,182,bellossom,bellossom,0,4,male,4,0.4,1.211,1.43,58,5.8,12.8,15.07,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
1922,182,182,bellossom,bellossom,0,4,female,4,0.4,1.211,1.22,58,5.8,12.8,12.84,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
1123,182,182,bellossom,bellossom,0,4,female,4,0.4,1.211,1.28,58,5.8,12.8,13.52,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
1963,182,182,bellossom,bellossom,0,4,female,4,0.4,1.211,1.12,58,5.8,12.8,11.86,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
4313,182,182,bellossom,bellossom,0,4,male,4,0.4,1.211,1.20,58,5.8,12.8,12.63,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
1927,182,182,bellossom,bellossom,0,4,male,4,0.4,1.211,1.26,58,5.8,12.8,13.36,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
3826,182,182,bellossom,bellossom,0,4,male,4,0.4,1.211,1.38,58,5.8,12.8,14.63,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
2600,182,182,bellossom,bellossom,0,4,female,4,0.4,1.211,1.11,58,5.8,12.8,11.72,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
4031,182,182,bellossom,bellossom,0,4,male,4,0.4,1.211,1.10,58,5.8,12.8,11.58,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
2489,182,182,bellossom,bellossom,0,4,male,4,0.4,1.211,1.06,58,5.8,12.8,11.23,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
4479,182,182,bellossom,bellossom,0,4,female,4,0.4,1.211,1.02,58,5.8,12.8,10.79,221,71,0,1,2,44,18,5,12,3,45,70,0,20,4,50,75,80,95,90,100,50,0,0,0,0,3,0
1176,183,183,marill,marill,0,4,female,4,0.4,1.211,1.16,85,8.5,18.7,17.97,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
542,183,183,marill,marill,0,4,female,4,0.4,1.211,1.22,85,8.5,18.7,18.79,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
4002,183,183,marill,marill,0,4,female,4,0.4,1.211,1.40,85,8.5,18.7,21.57,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
920,183,183,marill,marill,0,4,male,4,0.4,1.211,1.24,85,8.5,18.7,19.09,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
1920,183,183,marill,marill,0,4,male,4,0.4,1.211,1.11,85,8.5,18.7,17.19,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
4216,183,183,marill,marill,0,4,female,4,0.4,1.211,1.24,85,8.5,18.7,19.15,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
4174,183,183,marill,marill,0,4,male,4,0.4,1.211,1.04,85,8.5,18.7,16.01,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
4335,183,183,marill,marill,0,4,female,4,0.4,1.211,1.22,85,8.5,18.7,18.90,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
4617,183,183,marill,marill,0,4,female,4,0.4,1.211,1.17,85,8.5,18.7,18.04,88,257,0,1,2,298,90,2,6,9,190,70,0,10,3,212,70,20,50,20,50,40,2,0,0,0,0,0
4328,184,184,azumarill,azumarill,0,4,male,8,0.8,2.422,2.38,285,28.5,62.8,61.71,189,258,0,1,2,183,90,2,6,9,75,70,0,10,3,213,100,50,80,60,80,50,3,0,0,0,0,0
3043,184,184,azumarill,azumarill,0,4,female,8,0.8,2.422,2.50,285,28.5,62.8,64.90,189,258,0,1,2,183,90,2,6,9,75,70,0,10,3,213,100,50,80,60,80,50,3,0,0,0,0,0
3245,184,184,azumarill,azumarill,0,4,female,8,0.8,2.422,2.46,285,28.5,62.8,63.68,189,258,0,1,2,183,90,2,6,9,75,70,0,10,3,213,100,50,80,60,80,50,3,0,0,0,0,0
3164,184,184,azumarill,azumarill,0,4,female,8,0.8,2.422,2.32,285,28.5,62.8,60.16,189,258,0,1,2,183,90,2,6,9,75,70,0,10,3,213,100,50,80,60,80,50,3,0,0,0,0,0
3334,185,185,sudowoodo,sudowoodo,1,4,female,12,1.2,3.634,3.76,380,38,83.8,86.59,144,260,0,1,2,438,91,3,12,2,65,70,0,20,2,215,70,100,115,30,65,30,0,0,2,0,0,0
3674,185,185,sudowoodo,sudowoodo,1,4,female,12,1.2,3.634,3.72,380,38,83.8,85.88,144,260,0,1,2,438,91,3,12,2,65,70,0,20,2,215,70,100,115,30,65,30,0,0,2,0,0,0
4300,185,185,sudowoodo,sudowoodo,1,4,male,12,1.2,3.634,3.43,380,38,83.8,79.16,144,260,0,1,2,438,91,3,12,2,65,70,0,20,2,215,70,100,115,30,65,30,0,0,2,0,0,0
2149,185,185,sudowoodo,sudowoodo,1,4,female,12,1.2,3.634,3.76,380,38,83.8,86.71,144,260,0,1,2,438,91,3,12,2,65,70,0,20,2,215,70,100,115,30,65,30,0,0,2,0,0,0
4821,185,185,sudowoodo,sudowoodo,1,4,female,12,1.2,3.634,3.65,380,38,83.8,84.08,144,260,0,1,2,438,91,3,12,2,65,70,0,20,2,215,70,100,115,30,65,30,0,0,2,0,0,0
1633,186,186,politoed,politoed,1,4,male,11,1.1,3.331,3.42,339,33.9,74.7,76.79,225,93,0,1,2,61,26,5,12,9,45,70,0,20,4,68,90,75,75,90,100,70,0,0,0,0,3,0
3073,186,186,politoed,politoed,1,4,male,11,1.1,3.331,3.48,339,33.9,74.7,77.95,225,93,0,1,2,61,26,5,12,9,45,70,0,20,4,68,90,75,75,90,100,70,0,0,0,0,3,0
1422,186,186,politoed,politoed,1,4,male,11,1.1,3.331,3.36,339,33.9,74.7,75.26,225,93,0,1,2,61,26,5,12,9,45,70,0,20,4,68,90,75,75,90,100,70,0,0,0,0,3,0
4651,186,186,politoed,politoed,1,4,female,11,1.1,3.331,3.41,339,33.9,74.7,76.38,225,93,0,1,2,61,26,5,12,9,45,70,0,20,4,68,90,75,75,90,100,70,0,0,0,0,3,0
784,187,187,hoppip,hoppip,0,4,female,4,0.4,1.211,1.20,5,0.5,1.1,1.09,50,261,0,1,2,NA,92,6,6,3,255,70,0,20,4,216,35,35,40,35,55,50,0,0,0,0,1,0
4970,187,187,hoppip,hoppip,0,4,female,4,0.4,1.211,1.46,5,0.5,1.1,1.33,50,261,0,1,2,NA,92,6,6,3,255,70,0,20,4,216,35,35,40,35,55,50,0,0,0,0,1,0
3294,187,187,hoppip,hoppip,0,4,male,4,0.4,1.211,1.21,5,0.5,1.1,1.09,50,261,0,1,2,NA,92,6,6,3,255,70,0,20,4,216,35,35,40,35,55,50,0,0,0,0,1,0
2847,187,187,hoppip,hoppip,0,4,female,4,0.4,1.211,0.98,5,0.5,1.1,0.89,50,261,0,1,2,NA,92,6,6,3,255,70,0,20,4,216,35,35,40,35,55,50,0,0,0,0,1,0
3504,187,187,hoppip,hoppip,0,4,male,4,0.4,1.211,1.34,5,0.5,1.1,1.21,50,261,0,1,2,NA,92,6,6,3,255,70,0,20,4,216,35,35,40,35,55,50,0,0,0,0,1,0
826,187,187,hoppip,hoppip,0,4,male,4,0.4,1.211,1.07,5,0.5,1.1,0.98,50,261,0,1,2,NA,92,6,6,3,255,70,0,20,4,216,35,35,40,35,55,50,0,0,0,0,1,0
807,188,188,skiploom,skiploom,0,4,female,6,0.6,1.817,1.77,10,1,2.2,2.14,119,262,0,1,2,187,92,5,6,3,120,70,0,20,4,217,55,45,50,45,65,80,0,0,0,0,0,2
2159,188,188,skiploom,skiploom,0,4,male,6,0.6,1.817,1.75,10,1,2.2,2.12,119,262,0,1,2,187,92,5,6,3,120,70,0,20,4,217,55,45,50,45,65,80,0,0,0,0,0,2
1901,189,189,jumpluff,jumpluff,0,4,female,8,0.8,2.422,2.37,30,3,6.6,6.45,207,263,0,1,2,188,92,2,6,3,45,70,0,20,4,218,75,55,70,55,95,110,0,0,0,0,0,3
849,189,189,jumpluff,jumpluff,0,4,female,8,0.8,2.422,2.32,30,3,6.6,6.33,207,263,0,1,2,188,92,2,6,3,45,70,0,20,4,218,75,55,70,55,95,110,0,0,0,0,0,3
2596,189,189,jumpluff,jumpluff,0,4,male,8,0.8,2.422,2.32,30,3,6.6,6.33,207,263,0,1,2,188,92,2,6,3,45,70,0,20,4,218,75,55,70,55,95,110,0,0,0,0,0,3
3718,189,189,jumpluff,jumpluff,0,4,female,8,0.8,2.422,2.42,30,3,6.6,6.61,207,263,0,1,2,188,92,2,6,3,45,70,0,20,4,218,75,55,70,55,95,110,0,0,0,0,0,3
499,189,189,jumpluff,jumpluff,0,4,male,8,0.8,2.422,2.35,30,3,6.6,6.41,207,263,0,1,2,188,92,2,6,3,45,70,0,20,4,218,75,55,70,55,95,110,0,0,0,0,0,3
4932,189,189,jumpluff,jumpluff,0,4,male,8,0.8,2.422,2.40,30,3,6.6,6.53,207,263,0,1,2,188,92,2,6,3,45,70,0,20,4,218,75,55,70,55,95,110,0,0,0,0,0,3
1670,190,190,aipom,aipom,1,4,male,8,0.8,2.422,2.52,115,11.5,25.4,26.41,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
3977,190,190,aipom,aipom,1,4,female,8,0.8,2.422,2.38,115,11.5,25.4,24.99,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
3738,190,190,aipom,aipom,1,4,female,8,0.8,2.422,2.45,115,11.5,25.4,25.66,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
3641,190,190,aipom,aipom,1,4,female,8,0.8,2.422,2.40,115,11.5,25.4,25.20,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
4255,190,190,aipom,aipom,1,4,male,8,0.8,2.422,2.39,115,11.5,25.4,25.03,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
4594,190,190,aipom,aipom,1,4,male,8,0.8,2.422,2.53,115,11.5,25.4,26.55,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
3711,190,190,aipom,aipom,1,4,female,8,0.8,2.422,2.43,115,11.5,25.4,25.47,72,264,0,1,2,NA,93,7,6,2,45,70,0,20,3,219,55,70,55,40,55,85,0,0,0,0,0,1
4980,191,191,sunkern,sunkern,0,4,male,3,0.3,0.908,1.01,18,1.8,4,4.43,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
4649,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,0.83,18,1.8,4,3.66,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
657,191,191,sunkern,sunkern,0,4,male,3,0.3,0.908,0.69,18,1.8,4,3.04,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
4231,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,0.75,18,1.8,4,3.32,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
2036,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,1.12,18,1.8,4,4.95,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
3983,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,1.09,18,1.8,4,4.79,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
3101,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,0.96,18,1.8,4,4.22,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
3192,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,1.08,18,1.8,4,4.77,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
3093,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,0.91,18,1.8,4,4.03,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
773,191,191,sunkern,sunkern,0,4,female,3,0.3,0.908,0.99,18,1.8,4,4.34,36,266,0,1,2,NA,94,10,1,3,235,70,0,20,4,221,30,30,30,30,30,30,0,0,0,1,0,0
2906,192,192,sunflora,sunflora,0,4,female,8,0.8,2.422,2.39,85,8.5,18.7,18.43,149,267,0,1,2,191,94,10,12,3,120,70,0,20,4,222,75,75,55,105,85,30,0,0,0,2,0,0
2689,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.62,380,38,83.8,83.45,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
2609,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.64,380,38,83.8,83.92,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
856,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.62,380,38,83.8,83.45,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
2166,193,193,yanma,yanma,0,4,female,12,1.2,3.634,3.68,380,38,83.8,84.77,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
110,193,193,yanma,yanma,0,4,female,12,1.2,3.634,3.53,380,38,83.8,81.33,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
4580,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.60,380,38,83.8,82.99,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
4082,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.69,380,38,83.8,85.09,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
1451,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.73,380,38,83.8,85.90,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
3850,193,193,yanma,yanma,0,4,male,12,1.2,3.634,3.65,380,38,83.8,84.17,78,268,0,1,2,NA,95,8,13,2,75,70,0,20,2,223,65,65,45,75,45,95,0,0,0,0,0,1
4257,194,194,wooper,wooper,1,4,female,4,0.4,1.211,1.13,85,8.5,18.7,17.43,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
1183,194,194,wooper,wooper,1,4,male,4,0.4,1.211,1.13,85,8.5,18.7,17.45,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
1318,194,194,wooper,wooper,1,4,female,4,0.4,1.211,1.15,85,8.5,18.7,17.74,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
4905,194,194,wooper,wooper,1,4,female,4,0.4,1.211,1.34,85,8.5,18.7,20.69,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
812,194,194,wooper,wooper,1,4,male,4,0.4,1.211,1.16,85,8.5,18.7,17.85,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
2453,194,194,wooper,wooper,1,4,female,4,0.4,1.211,1.25,85,8.5,18.7,19.30,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
824,194,194,wooper,wooper,1,4,male,4,0.4,1.211,1.21,85,8.5,18.7,18.65,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
547,194,194,wooper,wooper,1,4,female,4,0.4,1.211,1.16,85,8.5,18.7,17.96,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
1935,194,194,wooper,wooper,1,4,female,4,0.4,1.211,1.20,85,8.5,18.7,18.55,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
1994,194,194,wooper,wooper,1,4,male,4,0.4,1.211,1.21,85,8.5,18.7,18.65,42,270,0,1,2,NA,96,2,7,9,255,70,0,20,2,225,55,45,45,25,25,15,1,0,0,0,0,0
